1.0000000000000000e+00 0.0000000000000000e+00 -1.3080016892465135e-01 0.0000000000000000e+00
2.0000000000000000e+00 5.4826421780192454e-03 -1.6212955102520571e-01 0.0000000000000000e+00
3.0000000000000000e+00 1.5664691464173510e-02 -1.9815834023389506e-01 0.0000000000000000e+00
4.0000000000000000e+00 2.1930567056491719e-02 -2.3340389520049276e-01 0.0000000000000000e+00
5.0000000000000000e+00 5.0910245602978577e-02 -2.6864944933929785e-01 0.0000000000000000e+00
6.0000000000000000e+00 7.5190517041330451e-02 -2.9449618926183291e-01 0.0000000000000000e+00
7.0000000000000000e+00 8.9288738365735421e-02 -3.1407705276425718e-01 0.0000000000000000e+00
8.0000000000000000e+00 1.1278577473420301e-01 -3.5323878059689828e-01 0.0000000000000000e+00
9.0000000000000000e+00 1.5586367460509482e-01 -3.8065198983140924e-01 0.0000000000000000e+00
1.0000000000000000e+01 1.9894157530377934e-01 -3.9709991470988171e-01 0.0000000000000000e+00
1.1000000000000000e+01 2.4045300586269527e-01 -3.9866638402185761e-01 0.0000000000000000e+00
1.2000000000000000e+01 2.7648179507138465e-01 -4.0414902619987686e-01 0.0000000000000000e+00
1.3000000000000000e+01 3.0076206650973647e-01 -4.1433107548603115e-01 0.0000000000000000e+00
1.4000000000000000e+01 3.2425910287820403e-01 -4.1668077904009859e-01 0.0000000000000000e+00
1.5000000000000000e+01 3.5872142277491753e-01 -4.2686282749846022e-01 0.0000000000000000e+00
1.6000000000000000e+01 3.9083403911756354e-01 -4.2764606256834448e-01 0.0000000000000000e+00
1.7000000000000000e+01 4.2686282832625289e-01 -4.5662574028703867e-01 0.0000000000000000e+00
1.8000000000000000e+01 4.6289161753494223e-01 -4.6054191315308207e-01 0.0000000000000000e+00
1.9000000000000000e+01 4.9657070318956403e-01 -4.5270956824878800e-01 0.0000000000000000e+00
2.0000000000000000e+01 5.3416596088243662e-01 -4.4722692607076869e-01 0.0000000000000000e+00
2.1000000000000000e+01 5.5922946656288008e-01 -4.3156223543438788e-01 0.0000000000000000e+00
2.2000000000000000e+01 5.7724386158112106e-01 -4.1354784041614678e-01 0.0000000000000000e+00
2.3000000000000000e+01 5.8429297224332355e-01 -3.6890347123327910e-01 0.0000000000000000e+00
2.4000000000000000e+01 6.2658763787212379e-01 -3.6733700192130325e-01 0.0000000000000000e+00
2.5000000000000000e+01 6.6888230350092404e-01 -3.5323878059689828e-01 0.0000000000000000e+00
2.6000000000000000e+01 7.0569432695170498e-01 -3.3914055844470065e-01 0.0000000000000000e+00
2.7000000000000000e+01 7.3702370905225933e-01 -3.1955969494227643e-01 0.0000000000000000e+00
2.8000000000000000e+01 7.6991955963699699e-01 -3.0076206568194380e-01 0.0000000000000000e+00
2.9000000000000000e+01 8.0359864529161862e-01 -2.7961473286754374e-01 0.0000000000000000e+00
3.0000000000000000e+01 8.3649449587635627e-01 -2.5376799294500857e-01 0.0000000000000000e+00
3.1000000000000000e+01 8.6625740866493484e-01 -2.2478831439852176e-01 0.0000000000000000e+00
3.2000000000000000e+01 8.9288738365735421e-01 -1.9580863667982756e-01 0.0000000000000000e+00
3.3000000000000000e+01 9.1638442002582177e-01 -1.6056308171322980e-01 0.0000000000000000e+00
3.4000000000000000e+01 9.2500000000000004e-01 -1.2845046537058386e-01 0.0000000000000000e+00
3.5000000000000000e+01 9.1795088933779767e-01 -8.9288738365735421e-02 0.0000000000000000e+00
3.6000000000000000e+01 8.9758679076548908e-01 -6.2658763373316037e-02 0.0000000000000000e+00
3.7000000000000000e+01 8.6939034728888653e-01 -4.0728196316824332e-02 0.0000000000000000e+00
3.8000000000000000e+01 8.3022861945624549e-01 -2.7413209234510981e-02 0.0000000000000000e+00
3.9000000000000000e+01 7.9106689245139705e-01 -1.5664690636380853e-02 0.0000000000000000e+00
4.0000000000000000e+01 7.5425486900061600e-01 -8.6155799741783595e-03 0.0000000000000000e+00
4.1000000000000000e+01 7.0412785763972907e-01 -2.3497035540674901e-03 0.0000000000000000e+00
4.2000000000000000e+01 6.5321761203675044e-01 0.0000000000000000e+00 0.0000000000000000e+00
4.3000000000000000e+01 6.0074089794958874e-01 -3.9161728660433793e-03 0.0000000000000000e+00
4.4000000000000000e+01 5.4278154085661501e-01 -1.0182049286154248e-02 0.0000000000000000e+00
4.5000000000000000e+01 4.8952159169956883e-01 -1.8014394190448344e-02 0.0000000000000000e+00
4.6000000000000000e+01 4.3861134609659036e-01 -2.6629974164626705e-02 0.0000000000000000e+00
4.7000000000000000e+01 3.8613463200942855e-01 -4.0728196316824332e-02 0.0000000000000000e+00
4.8000000000000000e+01 3.3209144778249816e-01 -4.9343776291002693e-02 0.0000000000000000e+00
4.9000000000000000e+01 2.8118120217951958e-01 -6.1875529131224447e-02 0.0000000000000000e+00
5.0000000000000000e+01 2.4045300586269527e-01 -7.2057578417378698e-02 0.0000000000000000e+00
5.1000000000000000e+01 1.9815834023389506e-01 -7.8323454837489551e-02 0.0000000000000000e+00
5.2000000000000000e+01 1.6212955102520571e-01 -8.3022861945624554e-02 0.0000000000000000e+00
5.3000000000000000e+01 1.2453429333233315e-01 -8.5372565499692035e-02 0.0000000000000000e+00
5.4000000000000000e+01 8.3806097015508813e-02 -8.7722269053759530e-02 0.0000000000000000e+00
5.5000000000000000e+01 4.5427604252751982e-02 -9.3204911231778792e-02 0.0000000000000000e+00
5.6000000000000000e+01 6.2658764201108958e-03 -1.0808636762606803e-01 0.0000000000000000e+00
5.7000000000000000e+01 2.5846740336431431e-02 -1.0064563942892341e-01 0.0000000000000000e+00
5.8000000000000000e+01 6.4616850634130571e-02 -9.0463590142769154e-02 0.0000000000000000e+00
5.9000000000000000e+01 1.0417019517392098e-01 -8.6547417276725783e-02 0.0000000000000000e+00
6.0000000000000000e+01 1.4333192217876942e-01 -8.4197713722658288e-02 0.0000000000000000e+00
6.1000000000000000e+01 1.8014394562954955e-01 -8.0673158391557129e-02 0.0000000000000000e+00
6.2000000000000000e+01 2.1930567304829518e-01 -7.5190516627434117e-02 0.0000000000000000e+00
6.3000000000000000e+01 2.6081710402110742e-01 -6.6966553774301649e-02 0.0000000000000000e+00
6.4000000000000000e+01 2.9815128404717889e-01 -5.7698278184483906e-02 0.0000000000000000e+00
6.5000000000000000e+01 3.1512136591483814e-01 -5.3521027237743386e-02 0.0000000000000000e+00
6.6000000000000000e+01 3.5010584252480859e-01 -4.6471916299609624e-02 0.0000000000000000e+00
6.7000000000000000e+01 3.6812023726711895e-01 -4.3600056308217394e-02 0.0000000000000000e+00
6.8000000000000000e+01 4.0362687003848274e-01 -3.6028788932758730e-02 0.0000000000000000e+00
6.9000000000000000e+01 4.2111910806753611e-01 -3.1329381548692303e-02 0.0000000000000000e+00
7.0000000000000000e+01 4.6406646889807956e-01 -2.2322184177537521e-02 0.0000000000000000e+00
7.1000000000000000e+01 5.0727490808525122e-01 -1.5403612555683363e-02 0.0000000000000000e+00
7.2000000000000000e+01 5.2502822447093345e-01 -1.2792830920919230e-02 0.0000000000000000e+00
7.3000000000000000e+01 5.6210132655427325e-01 -8.0934238127842260e-03 0.0000000000000000e+00
7.4000000000000000e+01 5.8142111225193127e-01 -6.0047983394134023e-03 0.0000000000000000e+00
7.5000000000000000e+01 6.1823313597864216e-01 -2.6107819106955862e-03 0.0000000000000000e+00
7.6000000000000000e+01 6.3572537400769635e-01 -1.3053909553477931e-03 0.0000000000000000e+00
