113 203 56 57 113 
114 203 55 58 114 
115 203 54 59 115 
116 203 53 60 116 
117 203 52 61 117 
118 203 51 62 118 
119 203 50 63 119 
120 203 49 64 120 
121 203 65 48 121 
122 203 66 67 122 
123 203 47 68 123 
124 203 69 46 124 
125 203 70 45 125 
126 203 71 72 126 
127 203 44 73 127 
128 203 74 43 128 
129 203 75 76 129 
130 203 42 77 130 
131 203 77 41 131 
132 203 41 78 132 
133 203 78 40 133 
134 203 79 39 134 
135 203 80 38 135 
136 203 81 37 136 
137 203 82 36 137 
138 203 83 35 138 
139 203 35 84 138 
140 203 84 34 139 
141 203 34 85 139 
142 203 85 33 140 
143 203 33 86 140 
144 203 86 32 141 
145 203 87 31 142 
146 203 88 30 143 
147 203 89 29 144 
148 203 90 28 145 
149 203 91 27 146 
150 203 92 26 147 
151 203 93 25 148 
152 203 94 24 149 
153 203 95 23 150 
154 203 23 96 151 
155 203 96 22 152 
156 203 151 96 152 
157 203 22 21 152 
158 203 21 20 153 
159 203 97 19 154 
160 203 98 18 155 
161 203 18 99 155 
162 203 99 17 156 
163 203 17 100 156 
164 203 100 16 157 
165 203 16 101 158 
166 203 101 15 159 
167 203 158 101 159 
168 203 15 102 159 
169 203 102 14 160 
170 203 14 13 161 
171 203 12 103 162 
172 203 11 104 163 
173 203 10 105 164 
174 203 105 9 165 
175 203 106 8 166 
176 203 107 7 167 
177 203 7 6 168 
178 203 6 108 169 
179 203 5 109 170 
180 203 109 4 171 
181 203 170 109 171 
182 203 4 110 171 
183 203 110 3 172 
184 203 111 2 173 
185 203 112 1 174 
186 203 57 55 175 
187 203 58 54 176 
188 203 59 53 177 
189 203 60 52 178 
190 203 116 60 178 
191 203 52 117 178 
192 203 61 51 179 
193 203 50 119 180 
194 203 62 50 180 
195 203 63 49 181 
196 203 64 65 182 
197 203 48 66 183 
198 203 67 47 184 
199 203 122 67 184 
200 203 47 123 184 
201 203 68 69 185 
202 203 70 125 186 
203 203 46 70 186 
204 203 45 71 187 
205 203 72 44 188 
206 203 73 74 189 
207 203 43 75 190 
208 203 76 42 191 
209 203 77 131 130 
210 203 41 132 131 
211 203 78 133 132 
212 203 40 79 192 
213 203 39 80 193 
214 203 38 81 194 
215 203 37 82 195 
216 203 36 83 196 
217 203 138 84 139 
218 203 85 140 139 
219 203 86 141 140 
220 203 32 87 197 
221 203 31 88 198 
222 203 30 89 199 
223 203 29 90 200 
224 203 28 91 201 
225 203 27 92 202 
226 203 146 27 202 
227 203 92 147 202 
228 203 26 93 203 
229 203 25 94 204 
230 203 24 95 205 
231 203 23 151 206 
232 203 154 19 207 
233 203 19 98 207 
234 203 21 153 152 
