1.0000000000000000e+00 4.5000000000000000e+01 7.1000000000000000e+01 7.2000000000000000e+01 0.0000000000000000e+00 -4.4961547503833347e-14 0.0000000000000000e+00 0.0000000000000000e+00
2.0000000000000000e+00 7.1000000000000000e+01 7.2000000000000000e+01 4.4000000000000000e+01 0.0000000000000000e+00 5.1623851298957160e-14 0.0000000000000000e+00 0.0000000000000000e+00
3.0000000000000000e+00 7.2000000000000000e+01 4.4000000000000000e+01 7.3000000000000000e+01 0.0000000000000000e+00 -3.8322376968561563e-02 0.0000000000000000e+00 0.0000000000000000e+00
4.0000000000000000e+00 4.4000000000000000e+01 7.3000000000000000e+01 7.4000000000000000e+01 0.0000000000000000e+00 4.0933885115281195e-14 0.0000000000000000e+00 0.0000000000000000e+00
5.0000000000000000e+00 7.3000000000000000e+01 7.4000000000000000e+01 4.3000000000000000e+01 0.0000000000000000e+00 -3.6389087668124719e-14 0.0000000000000000e+00 0.0000000000000000e+00
6.0000000000000000e+00 7.4000000000000000e+01 4.3000000000000000e+01 7.5000000000000000e+01 0.0000000000000000e+00 -3.3201076959473691e-02 0.0000000000000000e+00 0.0000000000000000e+00
7.0000000000000000e+00 4.3000000000000000e+01 7.5000000000000000e+01 7.6000000000000000e+01 0.0000000000000000e+00 -3.0432916624125271e-15 0.0000000000000000e+00 0.0000000000000000e+00
8.0000000000000000e+00 7.5000000000000000e+01 7.6000000000000000e+01 4.2000000000000000e+01 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00
9.0000000000000000e+00 7.6000000000000000e+01 4.2000000000000000e+01 7.7000000000000000e+01 0.0000000000000000e+00 -1.2060990775895840e-01 0.0000000000000000e+00 0.0000000000000000e+00
1.0000000000000000e+01 4.2000000000000000e+01 7.7000000000000000e+01 4.1000000000000000e+01 0.0000000000000000e+00 1.2857653408615434e-15 0.0000000000000000e+00 0.0000000000000000e+00
1.1000000000000000e+01 7.7000000000000000e+01 4.1000000000000000e+01 7.8000000000000000e+01 0.0000000000000000e+00 -7.8233880279589524e-02 0.0000000000000000e+00 0.0000000000000000e+00
1.2000000000000000e+01 4.1000000000000000e+01 7.8000000000000000e+01 4.0000000000000000e+01 0.0000000000000000e+00 9.2695128767034995e-16 0.0000000000000000e+00 0.0000000000000000e+00
1.3000000000000000e+01 7.8000000000000000e+01 4.0000000000000000e+01 7.9000000000000000e+01 0.0000000000000000e+00 -6.4844022014920691e-02 0.0000000000000000e+00 0.0000000000000000e+00
1.4000000000000000e+01 4.0000000000000000e+01 7.9000000000000000e+01 3.9000000000000000e+01 0.0000000000000000e+00 1.0235434683759758e-15 0.0000000000000000e+00 0.0000000000000000e+00
1.5000000000000000e+01 7.9000000000000000e+01 3.9000000000000000e+01 8.0000000000000000e+01 0.0000000000000000e+00 -1.0225778955166927e-01 0.0000000000000000e+00 0.0000000000000000e+00
1.6000000000000000e+01 3.9000000000000000e+01 8.0000000000000000e+01 3.8000000000000000e+01 0.0000000000000000e+00 -3.1076463725843014e-15 0.0000000000000000e+00 0.0000000000000000e+00
1.7000000000000000e+01 8.0000000000000000e+01 3.8000000000000000e+01 8.1000000000000000e+01 0.0000000000000000e+00 -3.6281691951366088e-02 0.0000000000000000e+00 0.0000000000000000e+00
1.8000000000000000e+01 3.8000000000000000e+01 8.1000000000000000e+01 3.7000000000000000e+01 0.0000000000000000e+00 -5.9642279159567493e-16 0.0000000000000000e+00 0.0000000000000000e+00
1.9000000000000000e+01 8.1000000000000000e+01 3.7000000000000000e+01 8.2000000000000000e+01 0.0000000000000000e+00 -3.3330466875348375e-01 0.0000000000000000e+00 0.0000000000000000e+00
2.0000000000000000e+01 3.7000000000000000e+01 8.2000000000000000e+01 3.6000000000000000e+01 0.0000000000000000e+00 -6.4704837086660499e-15 0.0000000000000000e+00 0.0000000000000000e+00
