1.0000000000000000e+00 5.6000000000000000e+01 5.7000000000000000e+01 2.2645350151686158e-02 0.0000000000000000e+00
2.0000000000000000e+00 5.7000000000000000e+01 5.5000000000000000e+01 2.2645350151686162e-02 0.0000000000000000e+00
3.0000000000000000e+00 5.5000000000000000e+01 5.8000000000000000e+01 2.0955747119215995e-02 0.0000000000000000e+00
4.0000000000000000e+00 5.8000000000000000e+01 5.4000000000000000e+01 2.0955747119215613e-02 0.0000000000000000e+00
5.0000000000000000e+00 5.4000000000000000e+01 5.9000000000000000e+01 2.2051848604707984e-02 0.0000000000000000e+00
6.0000000000000000e+00 5.9000000000000000e+01 5.3000000000000000e+01 2.2051848604707967e-02 0.0000000000000000e+00
7.0000000000000000e+00 5.3000000000000000e+01 6.0000000000000000e+01 2.0361413167446277e-02 0.0000000000000000e+00
8.0000000000000000e+00 6.0000000000000000e+01 5.2000000000000000e+01 2.0361413167446246e-02 0.0000000000000000e+00
9.0000000000000000e+00 5.2000000000000000e+01 6.1000000000000000e+01 1.9639989013429664e-02 0.0000000000000000e+00
1.0000000000000000e+01 6.1000000000000000e+01 5.1000000000000000e+01 1.9639989013431447e-02 0.0000000000000000e+00
1.1000000000000000e+01 5.1000000000000000e+01 6.2000000000000000e+01 2.3111505664339303e-02 0.0000000000000000e+00
1.2000000000000000e+01 6.2000000000000000e+01 5.0000000000000000e+01 2.3111505664339276e-02 0.0000000000000000e+00
1.3000000000000000e+01 5.0000000000000000e+01 6.3000000000000000e+01 2.2692791291341639e-02 0.0000000000000000e+00
1.4000000000000000e+01 6.3000000000000000e+01 4.9000000000000000e+01 2.2692791291341625e-02 0.0000000000000000e+00
1.5000000000000000e+01 4.9000000000000000e+01 6.4000000000000000e+01 1.8893669763372246e-02 0.0000000000000000e+00
1.6000000000000000e+01 6.4000000000000000e+01 6.5000000000000000e+01 1.8893669763372194e-02 0.0000000000000000e+00
1.7000000000000000e+01 6.5000000000000000e+01 4.8000000000000000e+01 1.8893669763373096e-02 0.0000000000000000e+00
1.8000000000000000e+01 4.8000000000000000e+01 6.6000000000000000e+01 1.9720945774861137e-02 0.0000000000000000e+00
1.9000000000000000e+01 6.6000000000000000e+01 6.7000000000000000e+01 1.9720945774860939e-02 0.0000000000000000e+00
2.0000000000000000e+01 6.7000000000000000e+01 4.7000000000000000e+01 1.9720945774860204e-02 0.0000000000000000e+00
2.1000000000000000e+01 4.7000000000000000e+01 6.8000000000000000e+01 1.9581085998589258e-02 0.0000000000000000e+00
2.2000000000000000e+01 6.8000000000000000e+01 6.9000000000000000e+01 1.9581085998588692e-02 0.0000000000000000e+00
2.3000000000000000e+01 6.9000000000000000e+01 4.6000000000000000e+01 1.9581085998589313e-02 0.0000000000000000e+00
2.4000000000000000e+01 4.6000000000000000e+01 7.0000000000000000e+01 2.7910329782884130e-02 0.0000000000000000e+00
2.5000000000000000e+01 7.0000000000000000e+01 4.5000000000000000e+01 2.7910329782884241e-02 0.0000000000000000e+00
